brewery_name,beer_name,beer_images,beer_url,beer_ABV,beer_IBU,beer_Description,beer_rating,typo_error 
Innate Brewers,Troposphere,Troposphere_image3.jpg,https://untappd.com/b/innate-brewers-troposphere/2943351,4.5% ABV,30 IBU,"Aromas of tropical fruits – particularly mango and pineapple - and some subtle pine lead into a soft and light malt body, supported by some juicy hop sweetness. Finishing dry and with just the faintest bitterness which encourages another sip!",3.71,
Innate Brewers,Renegade Red IPA,Renegade_Red_IPA_image1.jpg,https://untappd.com/b/innate-brewers-renegade-red-ipa/2537661,6.2% ABV,48 IBU,"Caramel and biscuit malt flavours combine with a medley of pine, passionfruit and orange hop characters, balanced by a bitterness that keeps it all in check and keeps you coming back. ",3.9,
Innate Brewers,Renegade Red IPA,Renegade_Red_IPA_image2.jpg,https://untappd.com/b/innate-brewers-renegade-red-ipa/2537661,6.2% ABV,48 IBU,"Caramel and biscuit malt flavours combine with a medley of pine, passionfruit and orange hop characters, balanced by a bitterness that keeps it all in check and keeps you coming back. ",3.9,
Innate Brewers,Renegade Red IPA,Renegade_Red_IPA_image3.jpg,https://untappd.com/b/innate-brewers-renegade-red-ipa/2537661,6.2% ABV,48 IBU,"Caramel and biscuit malt flavours combine with a medley of pine, passionfruit and orange hop characters, balanced by a bitterness that keeps it all in check and keeps you coming back. ",3.9,
Innate Brewers,Fruit Fest XPA,Fruit_Fest_XPA_image1.jpg,https://untappd.com/b/innate-brewers-fruit-fest-xpa/2543977,4.6% ABV,38 IBU,"n this case, 'Extra' Pale Ale truly means extra. Extra pale in colour, Extra dry hop additions, Extra special yeast, Extra cloudy, Extra juicy....this is no ordinary XPA. ",3.99,
Innate Brewers,Fruit Fest XPA,Fruit_Fest_XPA_image2.jpg,https://untappd.com/b/innate-brewers-fruit-fest-xpa/2543977,4.6% ABV,38 IBU,"n this case, 'Extra' Pale Ale truly means extra. Extra pale in colour, Extra dry hop additions, Extra special yeast, Extra cloudy, Extra juicy....this is no ordinary XPA. ",3.99,
Innate Brewers,Fruit Fest XPA,Fruit_Fest_XPA_image3.jpg,https://untappd.com/b/innate-brewers-fruit-fest-xpa/2543977,4.6% ABV,38 IBU,"n this case, 'Extra' Pale Ale truly means extra. Extra pale in colour, Extra dry hop additions, Extra special yeast, Extra cloudy, Extra juicy....this is no ordinary XPA. ",3.99,
Innate Brewers,Pale As Bro,Pale_As_Bro_image1.jpg,https://untappd.com/b/innate-brewers-pale-as-bro/1033955,4.8% ABV,30 IBU,Kiwi Pale Ale ,3.55,
Innate Brewers,Pale As Bro,Pale_As_Bro_image2.jpg,https://untappd.com/b/innate-brewers-pale-as-bro/1033955,4.8% ABV,30 IBU,Kiwi Pale Ale ,3.55,
Innate Brewers,Pale As Bro,Pale_As_Bro_image3.jpg,https://untappd.com/b/innate-brewers-pale-as-bro/1033955,4.8% ABV,30 IBU,Kiwi Pale Ale ,3.55,
Innate Brewers,Baby Juice,Baby_Juice_image1.jpg,https://untappd.com/b/innate-brewers-baby-juice/2459692,3.8% ABV,32 IBU,Delicous mid strength NEIPA from local Freo brewing co. ,3.84,
Innate Brewers,Baby Juice,Baby_Juice_image2.jpg,https://untappd.com/b/innate-brewers-baby-juice/2459692,3.8% ABV,32 IBU,Delicous mid strength NEIPA from local Freo brewing co. ,3.84,
Innate Brewers,Baby Juice,Baby_Juice_image3.jpg,https://untappd.com/b/innate-brewers-baby-juice/2459692,3.8% ABV,32 IBU,Delicous mid strength NEIPA from local Freo brewing co. ,3.84,
Innate Brewers,Drinkstable,Drinkstable_image1.jpg,https://untappd.com/b/innate-brewers-drinkstable/1396692,6.2% ABV,50 IBU,A full bodied and robust India Pale Ale with a delicately balanced round and luscious malt backbone.,3.83,
Innate Brewers,Drinkstable,Drinkstable_image2.jpg,https://untappd.com/b/innate-brewers-drinkstable/1396692,6.2% ABV,50 IBU,A full bodied and robust India Pale Ale with a delicately balanced round and luscious malt backbone.,3.83,
Innate Brewers,Drinkstable,Drinkstable_image3.jpg,https://untappd.com/b/innate-brewers-drinkstable/1396692,6.2% ABV,50 IBU,A full bodied and robust India Pale Ale with a delicately balanced round and luscious malt backbone.,3.83,
Innate Brewers,Watch This Space,Watch_This_Space_image1.jpg,https://untappd.com/b/innate-brewers-watch-this-space/1951614,8.2% ABV,80 IBU,GOLD Medal Winner - 2018 ,4.22,
Innate Brewers,Watch This Space,Watch_This_Space_image2.jpg,https://untappd.com/b/innate-brewers-watch-this-space/1951614,8.2% ABV,80 IBU,GOLD Medal Winner - 2018 ,4.22,
Innate Brewers,Watch This Space,Watch_This_Space_image3.jpg,https://untappd.com/b/innate-brewers-watch-this-space/1951614,8.2% ABV,80 IBU,GOLD Medal Winner - 2018 ,4.22,
Wheaty Brewing Corps,Booty Blocker Brown,Booty_Blocker_Brown_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-booty-blocker-brown/776339,4% ABV,20 IBU,"Malty, fresh, zesty and pungent. Smashable. ",3.78,
Wheaty Brewing Corps,Booty Blocker Brown,Booty_Blocker_Brown_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-booty-blocker-brown/776339,4% ABV,20 IBU,"Malty, fresh, zesty and pungent. Smashable. ",3.78,
Wheaty Brewing Corps,Booty Blocker Brown,Booty_Blocker_Brown_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-booty-blocker-brown/776339,4% ABV,20 IBU,"Malty, fresh, zesty and pungent. Smashable. ",3.78,
Wheaty Brewing Corps,Rauch Alici,Rauch_Alici_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-rauch-alici/739803,5.5% ABV,42 IBU,"Collaboration with Yeastie Boys, Birra Del Borgo and Magic Rock.",3.9,
Wheaty Brewing Corps,Rauch Alici,Rauch_Alici_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-rauch-alici/739803,5.5% ABV,42 IBU,"Collaboration with Yeastie Boys, Birra Del Borgo and Magic Rock.",3.9,
Wheaty Brewing Corps,Rauch Alici,Rauch_Alici_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-rauch-alici/739803,5.5% ABV,42 IBU,"Collaboration with Yeastie Boys, Birra Del Borgo and Magic Rock.",3.9,
Wheaty Brewing Corps,Ice Coffee,Ice_Coffee_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-ice-coffee/2254942,6.2% ABV,25 IBU,"In A Nutshell: Sweet coffee, roast, vanilla & milk. Worth crying over.",4.09,
Wheaty Brewing Corps,Ice Coffee,Ice_Coffee_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-ice-coffee/2254942,6.2% ABV,25 IBU,"In A Nutshell: Sweet coffee, roast, vanilla & milk. Worth crying over.",4.09,
Wheaty Brewing Corps,Ice Coffee,Ice_Coffee_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-ice-coffee/2254942,6.2% ABV,25 IBU,"In A Nutshell: Sweet coffee, roast, vanilla & milk. Worth crying over.",4.09,
Wheaty Brewing Corps,Schmutzig,Schmutzig_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-schmutzig/937002,3.5% ABV,3 IBU,"Creamy, doughy, sharp and sour. Dirty.",3.47,
Wheaty Brewing Corps,Schmutzig,Schmutzig_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-schmutzig/937002,3.5% ABV,3 IBU,"Creamy, doughy, sharp and sour. Dirty.",3.47,
Wheaty Brewing Corps,Schmutzig,Schmutzig_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-schmutzig/937002,3.5% ABV,3 IBU,"Creamy, doughy, sharp and sour. Dirty.",3.47,
Wheaty Brewing Corps,Indy,Indy_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-indy/1773939,5.4% ABV,20 IBU,"PINE, LIME, SPICE. AROMATIC AND LEAN.",3.69,
Wheaty Brewing Corps,Indy,Indy_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-indy/1773939,5.4% ABV,20 IBU,"PINE, LIME, SPICE. AROMATIC AND LEAN.",3.69,
Wheaty Brewing Corps,Indy,Indy_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-indy/1773939,5.4% ABV,20 IBU,"PINE, LIME, SPICE. AROMATIC AND LEAN.",3.69,
Wheaty Brewing Corps,Irony Pale Ale,Irony_Pale_Ale_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-irony-pale-ale/803066,6% ABV,32 IBU,"Tropical, wine-like, dry and bitey. It figures.",3.8,
Wheaty Brewing Corps,Irony Pale Ale,Irony_Pale_Ale_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-irony-pale-ale/803066,6% ABV,32 IBU,"Tropical, wine-like, dry and bitey. It figures.",3.8,
Wheaty Brewing Corps,Irony Pale Ale,Irony_Pale_Ale_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-irony-pale-ale/803066,6% ABV,32 IBU,"Tropical, wine-like, dry and bitey. It figures.",3.8,
Wheaty Brewing Corps,Russian Caravan,Russian_Caravan_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-russian-caravan/1339844,8% ABV,50 IBU,"Roasty, smoky, tobacco & rum. Deep tea.",4.03,
Wheaty Brewing Corps,Russian Caravan,Russian_Caravan_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-russian-caravan/1339844,8% ABV,50 IBU,"Roasty, smoky, tobacco & rum. Deep tea.",4.03,
Wheaty Brewing Corps,Russian Caravan,Russian_Caravan_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-russian-caravan/1339844,8% ABV,50 IBU,"Roasty, smoky, tobacco & rum. Deep tea.",4.03,
Wheaty Brewing Corps,Cutlet,Cutlet_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-cutlet/2278135,4.5% ABV,25 IBU,"IN A NUTSHELL: Tender, Juicy, Oaty Pale. Bitesize.",3.72,
Wheaty Brewing Corps,Cutlet,Cutlet_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-cutlet/2278135,4.5% ABV,25 IBU,"IN A NUTSHELL: Tender, Juicy, Oaty Pale. Bitesize.",3.72,
Wheaty Brewing Corps,Cutlet,Cutlet_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-cutlet/2278135,4.5% ABV,25 IBU,"IN A NUTSHELL: Tender, Juicy, Oaty Pale. Bitesize.",3.72,
Wheaty Brewing Corps,Benatar (Sour Raspberry Re-Launch),Benatar_(Sour_Raspberry_Re-Launch)_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-benatar-sour-raspberry-re-launch/2005537,7.5% ABV,N/A IBU,STYLE Sour Stout with Raspberries,3.85,
Wheaty Brewing Corps,Benatar (Sour Raspberry Re-Launch),Benatar_(Sour_Raspberry_Re-Launch)_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-benatar-sour-raspberry-re-launch/2005537,7.5% ABV,N/A IBU,STYLE Sour Stout with Raspberries,3.85,
Wheaty Brewing Corps,Benatar (Sour Raspberry Re-Launch),Benatar_(Sour_Raspberry_Re-Launch)_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-benatar-sour-raspberry-re-launch/2005537,7.5% ABV,N/A IBU,STYLE Sour Stout with Raspberries,3.85,
Wheaty Brewing Corps,Picnic Assassin,Picnic_Assassin_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-picnic-assassin/852634,5.5% ABV,3 IBU,"Fruity, spicy, aromatic and lean. Spring with a sting.",3.82,
Wheaty Brewing Corps,Picnic Assassin,Picnic_Assassin_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-picnic-assassin/852634,5.5% ABV,3 IBU,"Fruity, spicy, aromatic and lean. Spring with a sting.",3.82,
Wheaty Brewing Corps,Picnic Assassin,Picnic_Assassin_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-picnic-assassin/852634,5.5% ABV,3 IBU,"Fruity, spicy, aromatic and lean. Spring with a sting.",3.82,
Wheaty Brewing Corps,Kettle Sour Saison,Kettle_Sour_Saison_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-kettle-sour-saison/831955,5.1% ABV,7 IBU,"Spicy, aromatic, tart & dry. More tang than pucker.",3.61,
Wheaty Brewing Corps,Kettle Sour Saison,Kettle_Sour_Saison_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-kettle-sour-saison/831955,5.1% ABV,7 IBU,"Spicy, aromatic, tart & dry. More tang than pucker.",3.61,
Wheaty Brewing Corps,Kettle Sour Saison,Kettle_Sour_Saison_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-kettle-sour-saison/831955,5.1% ABV,7 IBU,"Spicy, aromatic, tart & dry. More tang than pucker.",3.61,
Wheaty Brewing Corps,Blackberry Saison,Blackberry_Saison_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-blackberry-saison/1006178,5.5% ABV,3 IBU,"Kettle Sour Fruit Saison. Tangy but smooth, a more brooding version of our classic kettle sour. ",3.76,
Wheaty Brewing Corps,Blackberry Saison,Blackberry_Saison_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-blackberry-saison/1006178,5.5% ABV,3 IBU,"Kettle Sour Fruit Saison. Tangy but smooth, a more brooding version of our classic kettle sour. ",3.76,
Wheaty Brewing Corps,Blackberry Saison,Blackberry_Saison_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-blackberry-saison/1006178,5.5% ABV,3 IBU,"Kettle Sour Fruit Saison. Tangy but smooth, a more brooding version of our classic kettle sour. ",3.76,
Wheaty Brewing Corps,Ink Slinger Stout,Ink_Slinger_Stout_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-ink-slinger-stout/1186342,5.8% ABV,46 IBU,"The Community Cup, a much adored charity football match held annually in Melbourne and Sydney that pits Musicians against Media to raise money for Reclink*, is coming to Adelaide for the first time. As inaugural sponsors of the Adelaide Anchors media team, we naturally sought to give our favourite Journos an unfair advantage over the Muso Rockatoos by brewing a beer in their honour: Ink Slinger Stout. ",3.86,
Wheaty Brewing Corps,Ink Slinger Stout,Ink_Slinger_Stout_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-ink-slinger-stout/1186342,5.8% ABV,46 IBU,"The Community Cup, a much adored charity football match held annually in Melbourne and Sydney that pits Musicians against Media to raise money for Reclink*, is coming to Adelaide for the first time. As inaugural sponsors of the Adelaide Anchors media team, we naturally sought to give our favourite Journos an unfair advantage over the Muso Rockatoos by brewing a beer in their honour: Ink Slinger Stout. ",3.86,
Wheaty Brewing Corps,Ink Slinger Stout,Ink_Slinger_Stout_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-ink-slinger-stout/1186342,5.8% ABV,46 IBU,"The Community Cup, a much adored charity football match held annually in Melbourne and Sydney that pits Musicians against Media to raise money for Reclink*, is coming to Adelaide for the first time. As inaugural sponsors of the Adelaide Anchors media team, we naturally sought to give our favourite Journos an unfair advantage over the Muso Rockatoos by brewing a beer in their honour: Ink Slinger Stout. ",3.86,
Wheaty Brewing Corps,Thebby Bitter,Thebby_Bitter_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-thebby-bitter/965293,3.9% ABV,19 IBU,5031. Best End.,3.69,
Wheaty Brewing Corps,Thebby Bitter,Thebby_Bitter_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-thebby-bitter/965293,3.9% ABV,19 IBU,5031. Best End.,3.69,
Wheaty Brewing Corps,Thebby Bitter,Thebby_Bitter_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-thebby-bitter/965293,3.9% ABV,19 IBU,5031. Best End.,3.69,
Wheaty Brewing Corps,The Claw,The_Claw_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-the-claw/1101851,6.66% ABV,50 IBU,"Pine needles, citrus, mellow roast. Misnomer.",3.94,
Wheaty Brewing Corps,The Claw,The_Claw_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-the-claw/1101851,6.66% ABV,50 IBU,"Pine needles, citrus, mellow roast. Misnomer.",3.94,
Wheaty Brewing Corps,The Claw,The_Claw_image3.jpg,https://untappd.com/b/wheaty-brewing-corps-the-claw/1101851,6.66% ABV,50 IBU,"Pine needles, citrus, mellow roast. Misnomer.",3.94,
Wheaty Brewing Corps,Team Australia,Team_Australia_image1.jpg,https://untappd.com/b/wheaty-brewing-corps-team-australia/776341,6.4% ABV,42 IBU,"Hoppy, hoppy, hoppy! Oi! Oi! Oi! ",3.88,
Wheaty Brewing Corps,Team Australia,Team_Australia_image2.jpg,https://untappd.com/b/wheaty-brewing-corps-team-australia/776341,6.4% ABV,42 IBU,"Hoppy, hoppy, hoppy! Oi! Oi! Oi! ",3.88,
